department,course_title,meeting_type,weekdays,start_time,end_time,class_time,room,building
GRE,Adv. New Testament Greek,lecture,MWF,1130,1220,1130 - 1220pm,101,EU Hall
SPA,Theory & Prac Literature,lecture,W,1330,1620,0130 - 0420pm,3187,Chambers Building
SPA,Elementary Spanish I,lecture,MWF,0830,0920,0830 - 0920am,3209,Chambers Building
SPA,Elementary Spanish II,lecture,MWF,0830,0920,0830 - 0920am,3198,Chambers Building
SPA,Elementary Spanish II,lecture,MWF,0930,1020,0930 - 1020am,3198,Chambers Building
SPA,Elementary Spanish II,lecture,MWF,1130,1220,1130 - 1220pm,3198,Chambers Building
SPA,Elementary Spanish II,lecture,MWF,1230,1320,1230 - 0120pm,1027,Chambers Building
SPA,Elementary Spanish II,lecture,MWF,1030,1120,1030 - 1120am,2187,Chambers Building
SPA,Intermediate Spanish,lecture,MWF,0830,0920,0830 - 0920am,2198,Chambers Building
SPA,Intermediate Spanish,lecture,MWF,1030,1120,1030 - 1120am,2198,Chambers Building
SPA,Intermediate Spanish,lecture,MWF,1330,1420,0130 - 0220pm,2198,Chambers Building
SPA,Intermediate Spanish,lecture,MWF,1430,1520,0230 - 0320pm,2198,Chambers Building
SPA,Intermediate Spanish,lecture,MWF,1130,1220,1130 - 1220pm,HANCE,Chambers Building
SPA,Research Methods in Linguistic,lecture,,,,TBA ,,
SPA,Conversation & Composition,lecture,MWF,1230,1320,1230 - 0120pm,3234,Chambers Building
SPA,Conversation & Composition,lecture,TR,1340,1455,0140 - 0255pm,3187,Chambers Building
SPA,Spanish for the Professions,lecture,MWF,1130,1220,1130 - 1220pm,3234,Chambers Building
SPA,Hispanic Humanities I,lecture,TR,1340,1455,0140 - 0255pm,2198,Chambers Building
SPA,Hispanic Humanities II,lecture,TR,0940,1055,0940 - 1055am,3187,Chambers Building
SPA,Hispanic Humanities II,lecture,TR,1215,1330,1215 - 0130pm,3198,Chambers Building
SPA,The Bilingual Mind,lecture,MWF,0930,1020,0930 - 1020am,2187,Chambers Building
SPA,Emotionl Comm Medievel Iberia,lecture,TR,0815,0930,0815 - 0930am,3209,Chambers Building
SPA,IS: Spa Lit Prior to 1700,lecture,,,,TBA ,,
SPA,Cultural Politics of Flamenco,lecture,TR,0940,1055,0940 - 1055am,3209,Chambers Building
SPA,Contemp Latin American Cinema,lecture,TR,1340,1455,0140 - 0255pm,3198,Chambers Building
SPA, Latinx Border Crossings,lecture,MWF,1130,1220,1130 - 1220pm,1027,Chambers Building
SPA,Special Topics (post-1800),lecture,TR,1215,1330,1215 - 0130pm,3187,Chambers Building
SPA,Race&Empire in Hisp Atlantic  ,lecture,TR,1505,1620,0305 - 0420pm,B027,Chambers Building
SPA,Puerto Rico: Arts & Resistance,lecture,MW,1430,1545,0230 - 0345pm,3198,Chambers Building
SPA,"Sr Honors, Tutorial & Thesis",lecture,,,,TBA ,,
HIS,Race and Campus Histories,lecture,TR,1215,1330,1215 - 0130pm,1006,Chambers Building
HIS,Urban Africa/Popular Culture,lecture,TR,1340,1455,0140 - 0255pm,HANCE,Chambers Building
HIS,Athenian Law in Action,lecture,MWF,0830,0920,0830 - 0920am,3106,Chambers Building
HIS,Families of Anc Mediterranean,lecture,MW,1430,1545,0230 - 0345pm,2068,Chambers Building
HIS,"Sex, Law & Modernity",lecture,TR,1215,1330,1215 - 0130pm,2187,Chambers Building
HIS,Russia: A Multinational Empire,lecture,TR,0815,0930,0815 - 0930am,3084,Chambers Building
HIS,Place & Nation in Mod Lat Amer,lecture,MWF,1030,1120,1030 - 1120am,3106,Chambers Building
HIS,Making Modern South Asia,lecture,MWF,0830,0920,0830 - 0920am,2068,Chambers Building
HIS,"Mid East,610-1453:Formtn Islam",lecture,MWF,1130,1220,1130 - 1220pm,3106,Chambers Building
HIS,Modern East Asia,lecture,MWF,0930,1020,0930 - 1020am,3106,Chambers Building
HIS,Food and Empire,lecture,MWF,1030,1120,1030 - 1120am,1006,Chambers Building
HIS,American Revolutions 1763-1821,lecture,TR,1505,1620,0305 - 0420pm,1015,Chambers Building
HIS,"Zionism, Israel, Palestine",lecture,TR,1215,1330,1215 - 0130pm,1015,Chambers Building
HIS,"The Crusades, Then and Now",lecture,TR,0940,1055,0940 - 1055am,119,Watson Life Sciences Building
HIS,Britain in Long 18C,lecture,TR,1340,1455,0140 - 0255pm,1046,Chambers Building
HIS,The Vietnam Experience,lecture,MW,0805,0920,0805 - 0920am,1006,Chambers Building
HIS,Modern China,lecture,MWF,1330,1420,0130 - 0220pm,3106,Chambers Building
HIS,Independent Study,lecture,,,,TBA ,,
HIS,Digital Medieval History,lecture,T,1340,1620,0140 - 0420pm,1086,Chambers Building
HIS,Genocides in 20thC Eurasia,lecture,R,1340,1620,0140 - 0420pm,1096,Chambers Building
HIS,Making of the Pacific World,lecture,M,1330,1620,0130 - 0420pm,2234,Chambers Building
HIS,Age of Revolution: US in 1960s,lecture,W,1330,1620,0130 - 0420pm,108,Visual Arts Center
HIS,Neoliberalism's Global History,lecture,M,1330,1620,0130 - 0420pm,2196,Chambers Building
HIS,Kelley Honors Seminar,lecture,W,1330,1620,0130 - 0420pm,2196,Chambers Building
HIS,"Sex, Power & Religion in Latin",lecture,TR,1340,1455,0140 - 0255pm,1015,Chambers Building
HUM,Connections and Conflicts II,second meeting time,R,1505,1620,0305 - 0420pm,HANCE,Chambers Building
HUM,Connections and Conflicts II,lecture,TR,0940,1055,0940 - 1055am,HANCE,Chambers Building
HUM,Adv Studies in Humanities II,lecture,T,1505,1620,0305 - 0420pm,3234,Chambers Building
LAT,Introductory Latin II,lecture,MWF,1130,1220,1130 - 1220pm,1046,Chambers Building
LAT,Pastoral Poetry,lecture,MWF,1030,1120,1030 - 1120am,1086,Chambers Building
LAT,Adv Pastoral Poetry,lecture,MWF,1030,1120,1030 - 1120am,1086,Chambers Building
LAT,Theory & Prac Literature,lecture,W,1330,1620,0130 - 0420pm,3187,Chambers Building
LAS,Politics of Joy,lecture,W,1330,1620,0130 - 0420pm,111,Cunningham Fine Arts
LAS,Religion in Latin America,lecture,MW,1430,1545,0230 - 0345pm,1096,Chambers Building
LAS,Topics in Sculpture,lecture,W,1330,1620,0130 - 0420pm,106,Visual Arts Center
LAS,Topics in Sculpture,lecture,T,1340,1620,0140 - 0420pm,106,Visual Arts Center
LAS,Place & Nation in Mod Lat Amer,lecture,MWF,1030,1120,1030 - 1120am,3106,Chambers Building
LAS,Intro to Latin Amer Studies,lecture,TR,0815,0930,0815 - 0930am,3068,Chambers Building
LAS,Afro-Brazilian History & Cultu,lecture,TR,1505,1620,0305 - 0420pm,1003,Chambers Building
LAS,Latinx Citizenship,lecture,MWF,0930,1020,0930 - 1020am,1046,Chambers Building
LAS,"Sex, Power & Religion in Latin",lecture,TR,1340,1455,0140 - 0255pm,1015,Chambers Building
LAS,Undocumented Immigration,lecture,TR,0940,1055,0940 - 1055am,1015,Chambers Building
LAS,Music of Brazil,lecture,TR,0940,1055,0940 - 1055am,201,Sloan Music Building
LAS,Adv Music of Brazil,lecture,TR,0940,1055,0940 - 1055am,201,Sloan Music Building
LAS,Intro to Research Methods,second meeting time,W,1430,1545,0230 - 0345pm,B05,Wall Academic Center
LAS,Intro to Research Methods,lecture,MWF,1030,1120,1030 - 1120am,B05,Wall Academic Center
LAS,Intro to Research Methods,second meeting time,R,1505,1620,0305 - 0420pm,B05,Wall Academic Center
LAS,Intro to Research Methods,lecture,MWF,1130,1220,1130 - 1220pm,B05,Wall Academic Center
LAS,Hispanic Humanities I,lecture,TR,1340,1455,0140 - 0255pm,2198,Chambers Building
LAS,Hispanic Humanities II,lecture,TR,0940,1055,0940 - 1055am,3187,Chambers Building
LAS,Hispanic Humanities II,lecture,TR,1215,1330,1215 - 0130pm,3198,Chambers Building
LAS,Contemp Latin American Cinema,lecture,TR,1340,1455,0140 - 0255pm,3198,Chambers Building
LAS, Latinx Border Crossings,lecture,MWF,1130,1220,1130 - 1220pm,1027,Chambers Building
LAS,Special Topics (post-1800),lecture,TR,1215,1330,1215 - 0130pm,3187,Chambers Building
LAS,Race&Empire in Hisp Atlantic  ,lecture,TR,1505,1620,0305 - 0420pm,B027,Chambers Building
LAS,Puerto Rico: Arts & Resistance,lecture,MW,1430,1545,0230 - 0345pm,3198,Chambers Building
MAT,Discrete Structures,lecture,TR,0940,1055,0940 - 1055am,243,Watson Life Sciences Building
MAT,Introduction to Statistics,lecture,MWF,1130,1220,1130 - 1220pm,247,Watson Life Sciences Building
MAT,Calculus I and Modeling,lecture,MWF,0930,1020,0930 - 1020am,147,Watson Life Sciences Building
MAT,Calculus I and Modeling,lecture,MWF,1030,1120,1030 - 1120am,147,Watson Life Sciences Building
MAT,Calculus I and Modeling,lecture,MWF,0830,0920,0830 - 0920am,2187,Chambers Building
MAT,Calculus II,lecture,MWF,0930,1020,0930 - 1020am,HANCE,Chambers Building
MAT,Calculus II,lecture,MWF,1230,1320,1230 - 0120pm,119,Watson Life Sciences Building
MAT,Multivar Calculus & Modeling,lecture,MWF,1230,1320,1230 - 0120pm,147,Watson Life Sciences Building
MAT,Linear Algebra,lecture,TR,1215,1330,1215 - 0130pm,243,Watson Life Sciences Building
MAT,Linear Algebra,lecture,TR,1340,1455,0140 - 0255pm,132,Watson Life Sciences Building
MAT,Calculus III,lecture,MWF,1030,1120,1030 - 1120am,119,Watson Life Sciences Building
MAT,Mathematical Modeling,lecture,MWF,1230,1320,1230 - 0120pm,3155,Chambers Building
MAT,Mathematical Modeling,lecture,MWF,1330,1420,0130 - 0220pm,3155,Chambers Building
MAT,Sets and Proofs,lecture,TR,1505,1620,0305 - 0420pm,119,Watson Life Sciences Building
MAT,Numerical Analysis,lecture,TR,1215,1330,1215 - 0130pm,B05,Wall Academic Center
MAT,Complex Analysis,lecture,TR,0815,0930,0815 - 0930am,1046,Chambers Building
MAT,Mathematical Statistics,lecture,TR,0940,1055,0940 - 1055am,2234,Chambers Building
MAT,Knot Theory,lecture,MWF,1330,1420,0130 - 0220pm,147,Watson Life Sciences Building
MAT,Mathematics of Ranking,lecture,,,,TBA ,,
MAT,Advanced Sports Analytics,lecture,,,,TBA ,,
MAT,Advanced Basketball Analytics,lecture,,,,TBA ,,
MAT,Applied Baseball Analytics II,lecture,,,,TBA ,,
MAT,Partial Differential Equations,lecture,,,,TBA ,,
MAT,Biomechanical Math Modeling II,lecture,,,,TBA ,,
MAT,Advanced Linear Algebra,lecture,MW,1430,1545,0230 - 0345pm,147,Watson Life Sciences Building
MAT,Poset Saturation II,lecture,,,,TBA ,,
MAT,Independent Study,lecture,,,,TBA ,,
MAT,Inference for Faulty Computing,lecture,,,,TBA ,,
MAT,Knot-Theoretic Games,lecture,,,,TBA ,,
MAT,Thesis: Random Vector norms,lecture,,,,TBA ,,
IMES,"Mid East,610-1453:Formtn Islam",lecture,MWF,1130,1220,1130 - 1220pm,3106,Chambers Building
IMES,Political Islam,lecture,T,1340,1620,0140 - 0420pm,1096,Chambers Building
MIL,Intro to Leadership,lecture,,,,TBA ,024,Preyer Building
MIL,Found of Tactical Leadership,lecture,,,,TBA ,024,Preyer Building
MIL,Leadership in Changing Environ,lecture,,,,TBA ,024,Preyer Building
MIL,American Military History,lecture,,,,TBA ,024,Preyer Building
MIL,Leadership in Complex World,lecture,,,,TBA ,024,Preyer Building
MUS,Contemporary Music Theory,lecture,MWF,1130,1220,1130 - 1220pm,201,Sloan Music Building
MUS,Music in Western Civilization,lecture,MWF,0930,1020,0930 - 1020am,201,Sloan Music Building
MUS,Harmony,lecture,MWF,1030,1120,1030 - 1120am,B011,Sloan Music Building
MUS,Styles-South Asian Hip-Hop,lecture,TR,1505,1620,0305 - 0420pm,157,Watson Life Sciences Building
MUS,Styles-Bollywood,lecture,MW,1430,1545,0230 - 0345pm,B011,Sloan Music Building
MUS,Film Music,lecture,TR,1340,1455,0140 - 0255pm,B011,Sloan Music Building
MUS,Religious Music of South Asia,lecture,TR,1340,1455,0140 - 0255pm,157,Watson Life Sciences Building
MUS,Music of Brazil,lecture,TR,0940,1055,0940 - 1055am,201,Sloan Music Building
MUS,"Organology, The Study of Music",lecture,,,,TBA ,,
MUS,Adv Film Music,lecture,TR,1340,1455,0140 - 0255pm,B011,Sloan Music Building
MUS,Adv Music of Brazil,lecture,TR,0940,1055,0940 - 1055am,201,Sloan Music Building
MUS,Adv Studies in Composition,lecture,TR,1215,1330,1215 - 0130pm,B020,Sloan Music Building
MUS,Independent Study,lecture,,,,TBA ,,
MUS,Independent Study,lecture,,,,TBA ,,
PHI,Reason and Argument,lecture,TR,0815,0930,0815 - 0930am,1027,Chambers Building
PHI,Early Mod European Philosophy,lecture,TR,0940,1055,0940 - 1055am,3068,Chambers Building
PHI,Problems of Philosophy,lecture,TR,1215,1330,1215 - 0130pm,3234,Chambers Building
PHI,Conceptions of the Self,lecture,MWF,1330,1420,0130 - 0220pm,1027,Chambers Building
PHI,Great Philosophers: Plato,lecture,MWF,1130,1220,1130 - 1220pm,3068,Chambers Building
PHI,PPE Gateway,lecture,TR,1505,1620,0305 - 0420pm,2234,Chambers Building
PHI,Freedom and Responsibility,lecture,MW,1430,1545,0230 - 0345pm,3155,Chambers Building
PHI,Political Philosophy,lecture,TR,1340,1455,0140 - 0255pm,1003,Chambers Building
PHI,Philosophy of Religion,lecture,MWF,1030,1120,1030 - 1120am,1046,Chambers Building
PHI,Existentialism,lecture,MWF,1230,1320,1230 - 0120pm,3106,Chambers Building
PHI,Buddhism as Philosophy,lecture,MWF,0830,0920,0830 - 0920am,2084,Chambers Building
PHI,Evolution and Morality,lecture,MWF,0930,1020,0930 - 1020am,1015,Chambers Building
PHI,"Agency, Respons & Mental",lecture,MWF,1330,1420,0130 - 0220pm,1045,Chambers Building
PHI,Indep Research in Philosophy,lecture,,,,TBA ,,
PHI,Senior Colloq in Philosophy,lecture,R,1340,1620,0140 - 0420pm,111,Cunningham Fine Arts
PHI,Senior Thesis,lecture,,,,TBA ,,
PHI,Senior Thesis,lecture,,,,TBA ,,
PHI,Senior Thesis in Philosophy,lecture,,,,TBA ,,
PPE,Decolonizing Develop in Africa,lecture,T,1340,1620,0140 - 0420pm,1006,Chambers Building
PPE,Introductory Economics,lecture,TR,0940,1055,0940 - 1055am,146,Dana Science Building
PPE,Introductory Economics,lecture,TR,1215,1330,1215 - 0130pm,146,Dana Science Building
PPE,Introductory Economics,lecture,MWF,1330,1420,0130 - 0220pm,2084,Chambers Building
PPE,Introductory Economics,lecture,MWF,0930,1020,0930 - 1020am,157,Watson Life Sciences Building
PPE,Intermed Microeconomic Theory,lecture,TR,0940,1055,0940 - 1055am,3155,Chambers Building
PPE,Intermed Microeconomic Theory,lecture,TR,1215,1330,1215 - 0130pm,119,Watson Life Sciences Building
PPE,Intermed Macroeconomic Theory,lecture,TR,0815,0930,0815 - 0930am,3155,Chambers Building
PPE,Intermed Macroeconomic Theory,lecture,TR,1215,1330,1215 - 0130pm,3155,Chambers Building
PPE,Stats & Basic Econometrics,second meeting time,T,1340,1455,0140 - 0255pm,2187,Chambers Building
PPE,Stats & Basic Econometrics,lecture,MWF,0930,1020,0930 - 1020am,2084,Chambers Building
PPE,Stats & Basic Econometrics,second meeting time,T,1505,1620,0305 - 0420pm,2068,Chambers Building
PPE,Stats & Basic Econometrics,lecture,MWF,1130,1220,1130 - 1220pm,2234,Chambers Building
PPE,Econometrics,second meeting time,R,1340,1455,0140 - 0255pm,108,Visual Arts Center
PPE,Econometrics,lecture,TR,0815,0930,0815 - 0930am,2198,Chambers Building
PPE,Econometrics,second meeting time,R,1505,1620,0305 - 0420pm,117,Visual Arts Center
PPE,Econometrics,lecture,TR,0940,1055,0940 - 1055am,2198,Chambers Building
PPE,Environ & Nat Resour Economics,lecture,TR,1340,1455,0140 - 0255pm,3106,Chambers Building
PPE,Economics of Gender & Family,lecture,MWF,1230,1320,1230 - 0120pm,HANCE,Chambers Building
PPE,Financial Economics,lecture,MWF,1330,1420,0130 - 0220pm,1003,Chambers Building
PPE,Economics of Mining & Sust Dev,lecture,TR,1505,1620,0305 - 0420pm,3155,Chambers Building
PPE,Int'l Political Economy,lecture,MW,1430,1545,0230 - 0345pm,3106,Chambers Building
PPE,Health Economics,lecture,MWF,1030,1120,1030 - 1120am,3068,Chambers Building
PPE,Sports Economics,lecture,MWF,1130,1220,1130 - 1220pm,119,Watson Life Sciences Building
PPE,International Trade,lecture,TR,1340,1455,0140 - 0255pm,146,Dana Science Building
PPE,Forecasting,lecture,MWF,1230,1320,1230 - 0120pm,1096,Chambers Building
PPE,Introduction to Global Health,lecture,MW,0805,0920,0805 - 0920am,109,Watson Life Sciences Building
PPE,Freedom and Responsibility,lecture,MW,1430,1545,0230 - 0345pm,3155,Chambers Building
PPE,Political Philosophy,lecture,TR,1340,1455,0140 - 0255pm,1003,Chambers Building
PPE,Comparative Politics,lecture,TR,0815,0930,0815 - 0930am,2084,Chambers Building
PPE,Comparative Politics,lecture,MW,0805,0920,0805 - 0920am,1027,Chambers Building
PPE,Intro to Int'l Relations,lecture,TR,1505,1620,0305 - 0420pm,147,Watson Life Sciences Building
PPE,The Presidency,lecture,MWF,1030,1120,1030 - 1120am,3155,Chambers Building
PPE,Politics of Africa,lecture,MWF,1230,1320,1230 - 0120pm,1006,Chambers Building
PPE,Foundations of Liberalism,lecture,TR,0940,1055,0940 - 1055am,3084,Chambers Building
PPE,Education for Leadership,lecture,TR,1215,1330,1215 - 0130pm,3068,Chambers Building
PPE,Lincoln & Crisis of Amer Demo,lecture,TR,0815,0930,0815 - 0930am,2068,Chambers Building
PPE,Constitutional Law,lecture,TR,1215,1330,1215 - 0130pm,HANCE,Chambers Building
PPE,Campaign Strategy,lecture,MWF,1130,1220,1130 - 1220pm,3155,Chambers Building
PPE,Global Environmental Politics,lecture,TR,1340,1455,0140 - 0255pm,3084,Chambers Building
PPE,Women In US Politics,lecture,M,1330,1620,0130 - 0420pm,108,Visual Arts Center
PPE,Rise of China,lecture,R,1340,1620,0140 - 0420pm,2209,Chambers Building
PPE,Political Islam,lecture,T,1340,1620,0140 - 0420pm,1096,Chambers Building
PPE,Politics and Governance,lecture,M,1330,1620,0130 - 0420pm,3234,Chambers Building
PPE,Honors Thesis,lecture,,,,TBA ,,
PPE,Gender and Political Messaging,lecture,,,,TBA ,,
PPE,"Lincoln, Scruton, and the Ques",lecture,,,,TBA ,,
PPE,Advanced Independent Study,lecture,,,,TBA ,,
PPE,Honors Thesis: Urban Politics,lecture,,,,TBA ,,
PHY,Gen Physics +Calc I:Studio+Lab,lecture,MWF,1030,1220,1030 - 1220pm,111,Dana Science Building
PHY,General Physics II Studio +Lab,lecture,MWF,0830,1020,0830 - 1020am,127,Dana Science Building
PHY,General Physics II Studio +Lab,lecture,MWF,0830,1020,0830 - 1020am,127,Dana Science Building
PHY,Gen PhysicsII +Calc:Studio+Lab,lecture,MWF,1030,1220,1030 - 1220pm,127,Dana Science Building
PHY,Gen PhysicsII +Calc:Studio+Lab,lecture,MWF,1030,1220,1030 - 1220pm,127,Dana Science Building
PHY,Gen PhysicsII +Calc:Studio+Lab,lecture,MWF,1230,1420,1230 - 0220pm,127,Dana Science Building
PHY,Gen PhysicsII +Calc:Studio+Lab,lecture,MWF,1230,1420,1230 - 0220pm,127,Dana Science Building
PHY,Computational Physics,lecture,TR,1340,1455,0140 - 0255pm,B05,Wall Academic Center
PHY,Math Methods for Scientists,lecture,TR,0940,1055,0940 - 1055am,127,Dana Science Building
PHY,Advanced Laboratory + lab,second meeting time,TR,1215,1455,1215 - 0255pm,B054,Dana Science Building
PHY,Advanced Laboratory + lab,lecture,MWF,1230,1320,1230 - 0120pm,B055,Dana Science Building
PHY,Electricity & Magnetism,lecture,MWF,0930,1020,0930 - 1020am,140,Watson Life Sciences Building
PHY,Quantum Computing,lecture,,,,TBA ,,
PHY,Quantum for Medical Devices,lecture,,,,TBA ,,
PHY,Wildcat Motorsports Baja SAE,lecture,,,,TBA ,,
PHY,Quantum for Astrophysics,lecture,,,,TBA ,,
PHY,Mechanics of Materials,lecture,,,,TBA ,,
PHY,Intermediate Astrophysics,lecture,TR,0940,1055,0940 - 1055am,111,Dana Science Building
PHY,Honors Thesis Prep/Writing,lecture,,,,TBA ,,
PHY,Independent Research,lecture,,,,TBA ,,
PHY,Honors Research: Double Wells,lecture,,,,TBA ,,
PHY,Independent Research,lecture,,,,TBA ,,
PHY,Research in Medical Physics,lecture,,,,TBA ,,
PHY,Physics Independent Study,lecture,,,,TBA ,,
PHY,Independent Research,lecture,,,,TBA ,,
POL,Int'l Political Economy,lecture,MW,1430,1545,0230 - 0345pm,3106,Chambers Building
POL,Intro to Education Policy,lecture,TR,0815,0930,0815 - 0930am,1003,Chambers Building
POL,Intro to Education Policy,lecture,TR,1215,1330,1215 - 0130pm,3084,Chambers Building
POL,Local Env Governance,lecture,MWF,1130,1220,1130 - 1220pm,147,Watson Life Sciences Building
POL,Comparative Politics,lecture,TR,0815,0930,0815 - 0930am,2084,Chambers Building
POL,Comparative Politics,lecture,MW,0805,0920,0805 - 0920am,1027,Chambers Building
POL,Intro to Int'l Relations,lecture,TR,1505,1620,0305 - 0420pm,147,Watson Life Sciences Building
POL,Intro to Policy Analysis,lecture,MWF,0930,1020,0930 - 1020am,1003,Chambers Building
POL,Intro to Research Methods,second meeting time,W,1430,1545,0230 - 0345pm,B05,Wall Academic Center
POL,Intro to Research Methods,lecture,MWF,1030,1120,1030 - 1120am,B05,Wall Academic Center
POL,Intro to Research Methods,second meeting time,R,1505,1620,0305 - 0420pm,B05,Wall Academic Center
POL,Intro to Research Methods,lecture,MWF,1130,1220,1130 - 1220pm,B05,Wall Academic Center
POL,The Presidency,lecture,MWF,1030,1120,1030 - 1120am,3155,Chambers Building
POL,Politics of Africa,lecture,MWF,1230,1320,1230 - 0120pm,1006,Chambers Building
POL,Foundations of Liberalism,lecture,TR,0940,1055,0940 - 1055am,3084,Chambers Building
POL,Education for Leadership,lecture,TR,1215,1330,1215 - 0130pm,3068,Chambers Building
POL,Lincoln & Crisis of Amer Demo,lecture,TR,0815,0930,0815 - 0930am,2068,Chambers Building
POL,Local Env Governance,lecture,MWF,1130,1220,1130 - 1220pm,147,Watson Life Sciences Building
POL,Constitutional Law,lecture,TR,1215,1330,1215 - 0130pm,HANCE,Chambers Building
POL,Campaign Strategy,lecture,MWF,1130,1220,1130 - 1220pm,3155,Chambers Building
POL,International Security,lecture,TR,0815,0930,0815 - 0930am,3106,Chambers Building
POL,The IR of the Asia Pacific,lecture,TR,0940,1055,0940 - 1055am,1027,Chambers Building
POL,Politics of Redistricting,lecture,,,,TBA ,,
POL,Global Environmental Politics,lecture,TR,1340,1455,0140 - 0255pm,3084,Chambers Building
POL,Sem: Against Liberal Democracy,lecture,TR,1340,1455,0140 - 0255pm,2196,Chambers Building
POL,Women In US Politics,lecture,M,1330,1620,0130 - 0420pm,108,Visual Arts Center
POL,Rise of China,lecture,R,1340,1620,0140 - 0420pm,2209,Chambers Building
POL,Political Islam,lecture,T,1340,1620,0140 - 0420pm,1096,Chambers Building
POL,Politics and Governance,lecture,M,1330,1620,0130 - 0420pm,3234,Chambers Building
POL,Honors Thesis,lecture,,,,TBA ,,
POL,Gender and Political Messaging,lecture,,,,TBA ,,
POL,"Lincoln, Scruton, and the Ques",lecture,,,,TBA ,,
POL,Advanced Independent Study,lecture,,,,TBA ,,
POL,Honors Thesis: Urban Politics,lecture,,,,TBA ,,
PSY,Compar Neuroendocrinology +Lab,second meeting time,W,1330,1620,0130 - 0420pm,143,Wall Academic Center
PSY,Compar Neuroendocrinology +Lab,lecture,TR,1215,1330,1215 - 0130pm,243,Wall Academic Center
PSY,Compar Neuroendocrinology +Lab,second meeting time,R,1340,1620,0140 - 0420pm,143,Wall Academic Center
PSY,Compar Neuroendocrinology +Lab,lecture,TR,1215,1330,1215 - 0130pm,243,Wall Academic Center
PSY,Animal Behavior +Lab,second meeting time,W,1330,1620,0130 - 0420pm,149,Wall Academic Center
PSY,Animal Behavior +Lab,lecture,TR,1215,1330,1215 - 0130pm,210,Wall Academic Center
PSY,Animal Behavior +Lab,second meeting time,R,1340,1620,0140 - 0420pm,149,Wall Academic Center
PSY,Animal Behavior +Lab,lecture,TR,1215,1330,1215 - 0130pm,210,Wall Academic Center
PSY,General Psychology,lecture,MWF,1030,1120,1030 - 1120am,210,Wall Academic Center
PSY,General Psychology,lecture,MWF,1530,1620,0330 - 0420pm,210,Wall Academic Center
PSY,Independent Study in PSY,lecture,,,,TBA ,,
PSY,Development of STEM Beliefs,lecture,,,,TBA ,,
PSY,Neuroscience Study and Lab,lecture,,,,TBA ,,
PSY,Neurobiology of Alzheimer's,lecture,,,,TBA ,,
PSY,Independent Study in PSY,lecture,,,,TBA ,,
PSY,Neuroscience of Depression,lecture,,,,TBA ,,
PSY,Neurodegeneration in Alzheimer,lecture,,,,TBA ,,
PSY,Independent Study in PSY,lecture,,,,TBA ,,
PSY,Research Design & Statistics 1,lecture,MWF,1230,1320,1230 - 0120pm,106,Wall Academic Center
PSY,Research Design & Statistics 1,lecture,MWF,1330,1420,0130 - 0220pm,106,Wall Academic Center
PSY,Health Psychology,lecture,TR,0815,0930,0815 - 0930am,119,Watson Life Sciences Building
PSY,Abnormal Psychology,lecture,MWF,0830,0920,0830 - 0920am,320,Wall Academic Center
PSY,Child Psychopathology,lecture,TR,0815,0930,0815 - 0930am,320,Wall Academic Center
PSY,Educational Psychology,lecture,MWF,1530,1620,0330 - 0420pm,109,Watson Life Sciences Building
PSY,Industrial/Organizational Psy,lecture,TR,0940,1055,0940 - 1055am,243,Wall Academic Center
PSY,Learning,lecture,TR,1340,1455,0140 - 0255pm,243,Wall Academic Center
PSY,Collective Memory,lecture,TR,0940,1055,0940 - 1055am,210,Wall Academic Center
PSY,Research Design & Statistics 2,lecture,MWF,1030,1120,1030 - 1120am,106,Wall Academic Center
PSY,Research Design & Statistics 2,lecture,MWF,1230,1320,1230 - 0120pm,243,Wall Academic Center
PSY,Psy Res:Perception & Attention,second meeting time,T,1340,1620,0140 - 0420pm,307,Wall Academic Center
PSY,Psy Res:Perception & Attention,lecture,MWF,1430,1520,0230 - 0320pm,106,Wall Academic Center
PSY,Psy Res:Perception & Attention,second meeting time,T,1340,1620,0140 - 0420pm,307,Wall Academic Center
PSY,Psy Res:Perception & Attention,lecture,MWF,1430,1520,0230 - 0320pm,106,Wall Academic Center
PSY,Psy Res: Data Visualization,second meeting time,TR,0815,0930,0815 - 0930am,1096,Chambers Building
PSY,Psy Res: Data Visualization,lecture,MWF,0930,1020,0930 - 1020am,307,Wall Academic Center
PSY,Psy Res: Data Visualization,second meeting time,TR,0815,0930,0815 - 0930am,1096,Chambers Building
PSY,Psy Res: Data Visualization,lecture,MWF,0930,1020,0930 - 1020am,307,Wall Academic Center
PSY,Psy Res: Indus/Organiza Psy,second meeting time,F,0830,1020,0830 - 1020am,380,Wall Academic Center
PSY,Psy Res: Indus/Organiza Psy,lecture,TR,1505,1620,0305 - 0420pm,106,Wall Academic Center
PSY,Psy Res: Indus/Organiza Psy,second meeting time,F,0830,1020,0830 - 1020am,380,Wall Academic Center
PSY,Psy Res: Indus/Organiza Psy,lecture,TR,1505,1620,0305 - 0420pm,106,Wall Academic Center
PSY,Psy Res: Indus/Organiza Psy,second meeting time,F,1030,1220,1030 - 1220pm,380,Wall Academic Center
PSY,Psy Res: Indus/Organiza Psy,lecture,TR,1505,1620,0305 - 0420pm,106,Wall Academic Center
PSY,Psy Res: Indus/Organiza Psy,second meeting time,F,1030,1220,1030 - 1220pm,380,Wall Academic Center
PSY,Psy Res: Indus/Organiza Psy,lecture,TR,1505,1620,0305 - 0420pm,106,Wall Academic Center
